Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
9	2240351	2241489	VIT_09s0002g02460
15	18808037	18809051	VIT_15s0046g01980
5	496390	501843	VIT_05s0077g00700
18	10597335	10602540	VIT_18s0001g12400
1	19217168	19218992	VIT_01s0010g02240
15	7023459	7023930	VIT_15s0045g01280
Un	30546042	30552399	VIT_00s0491g00010
11	2383682	2384646	VIT_11s0016g02980
13	171556	173017	VIT_13s0067g00240
10	5179012	5199526	VIT_10s0003g03050
11	5303811	5305207	VIT_11s0016g05800
10	11153407	11154013	VIT_10s0092g00080
9	3368457	3370147	VIT_09s0002g03670
2	14455217	14456105	VIT_02s0033g00490
19	21234385	21243578	VIT_19s0027g01270
12	4845865	4847403	VIT_12s0028g03960
3	1443063	1447359	VIT_03s0038g02100
5	18772213	18773855	VIT_05s0062g00610
1	22323505	22323657	VIT_01s0146g00470
2	4017715	4019467	VIT_02s0025g04510
19	4516228	4533522	VIT_19s0014g04220
14	8127494	8130815	VIT_14s0081g00360
12	6544879	6546518	VIT_12s0059g01640
4	18196835	18200085	VIT_04s0023g01660
1	4125487	4125839	VIT_01s0011g04570
Un	1516510	1583511	VIT_00s0125g00170
19	20668967	20671507	VIT_19s0027g01080
16	17872783	17874912	VIT_16s0050g00950
6	14201634	14201870	VIT_06s0009g01980
19	15331222	15345202	VIT_19s0140g00060
5	23203276	23224272	VIT_05s0102g01110
8	16731316	16731933	VIT_08s0007g02620
11	5736757	5739075	VIT_11s0118g00170
1	1634897	1639724	VIT_01s0011g01890
5	6644499	6647539	VIT_05s0020g04790
18	7711468	7712617	VIT_18s0001g09210
16	1235507	1235922	VIT_16s0039g01620
12	3595486	3596766	VIT_12s0028g02800
14	4330858	4334582	VIT_14s0030g00470
16	12176866	12181893	VIT_16s0022g00750
3	13833561	13841808	VIT_03s0110g00570
12	17891389	17892087	VIT_12s0034g01770
10	4865356	4868651	VIT_10s0003g02780
15	20150184	20151619	VIT_15s0046g03640
2	1943329	1943906	VIT_02s0025g02180
16	16867341	16874676	VIT_16s0050g00020
6	4210766	4216717	VIT_06s0004g03360
14	13280076	13281307	VIT_14s0006g00130
11	1210039	1213113	VIT_11s0016g01520
Un	42777023	42777572	VIT_00s2715g00010
Un	33003176	33006583	VIT_00s0616g00020
10	7142730	7144262	VIT_10s0003g04210
14	18994993	18996015	VIT_14s0006g02070
9	10807292	10834549	VIT_09s0002g09150
8	21237908	21239208	VIT_08s0007g07790
2	14179728	14180733	VIT_02s0033g00390
Un	33551400	33552509	VIT_00s0650g00010
10	1036091	1050314	VIT_10s0116g01770
Un	2026409	2027844	VIT_00s0125g00350
3	4879760	4881742	VIT_03s0063g01450
1	10326001	10326508	VIT_01s0026g01370
7_random	510459	511174	VIT_07s0141g00880
3	8895244	8909155	VIT_03s0088g00690
1	22493353	22493848	VIT_01s0150g00080
2	2761204	2768852	VIT_02s0025g03230
Un	31233080	31235287	VIT_00s0525g00030
15	11737861	11844735	VIT_15s0021g01430
1	20819229	20822809	VIT_01s0010g03470
11	655658	659478	VIT_11s0016g00680
17	5149856	5151545	VIT_17s0000g04760
14	7831320	7854000	VIT_14s0081g00200
13	7973641	7981844	VIT_13s0074g00370
16	1102688	1105211	VIT_16s0039g01510
16	7563301	7568325	VIT_16s0013g01280
2	14280776	14281843	VIT_02s0033g00430
18	12526253	12526939	VIT_18s0001g14520
3	4968079	4969103	VIT_03s0063g01550
1	14007469	14010547	VIT_01s0182g00050
Un	35948149	35948663	VIT_00s0838g00020
11	8303115	8313095	VIT_11s0037g00490
7	8027440	8035037	VIT_07s0005g04780
13	23367020	23371935	VIT_13s0064g01480
18	9065412	9069795	VIT_18s0001g10780
Un	17670629	17675946	VIT_00s0252g00070
4	2748500	2749573	VIT_04s0008g03300
17	744117	746348	VIT_17s0000g01040
5	5725671	5726108	VIT_05s0020g04050
2	4745522	4746482	VIT_02s0241g00100
1	5390876	5401628	VIT_01s0011g05690
4	2765376	2765606	VIT_04s0008g03340
16	16507726	16509479	VIT_16s0100g01030
2	2418048	2426185	VIT_02s0025g02790
6	2147920	2149267	VIT_06s0004g01750
5	1938606	1950410	VIT_05s0020g00030
19	8232994	8235321	VIT_19s0015g00230
4	13122597	13123068	VIT_04s0043g00200
15	19166554	19171599	VIT_15s0046g02370
Un	22446039	22446876	VIT_00s0304g00070
5	17239625	17245674	VIT_05s0029g01290
12	15905623	15910686	VIT_12s0034g00390
19	20819	28361	VIT_19s0014g00020
16	17588056	17591537	VIT_16s0050g00630
11	2016645	2022355	VIT_11s0016g02530
6	19128280	19129937	VIT_06s0061g01300
1	11410190	11411089	VIT_01s0026g02040
2	6931509	6934966	VIT_02s0012g00990
13	24372721	24391093	VIT_13s0320g00070
13	20037047	20038541	VIT_13s0084g00810
17	2585550	2586969	VIT_17s0000g02820
4	2209328	2214310	VIT_04s0008g02680
3	4315153	4317718	VIT_03s0063g00860
3	13104543	13109765	VIT_03s0110g00270
10	208985	219598	VIT_10s0116g00450
7	14525652	14526684	VIT_07s0197g00040
5	14955609	14956208	VIT_05s0029g00370
2	117104	118883	VIT_02s0234g00090
11	12418781	12418915	VIT_11s0078g00210
10	18099875	18113810	VIT_10s0071g01200
11	2709081	2712593	VIT_11s0016g03340
13	22963195	22965707	VIT_13s0064g01070
14	3550170	3550971	VIT_14s0128g01030
2	12236164	12239904	VIT_02s0109g00080
18	21853930	21856504	VIT_18s0075g00440
18	2174967	2177070	VIT_18s0001g01590
14	25599340	25604204	VIT_14s0068g01930
18	6923814	6925125	VIT_18s0001g08470
12	2049982	2053257	VIT_12s0028g01400
Un	7539514	7542787	VIT_00s0179g00300
19	22939141	22941204	VIT_19s0085g00560
8	21000078	21002076	VIT_08s0007g07490
6	474764	482330	VIT_06s0004g00340
2	18560696	18562591	VIT_02s0087g00910
3	4328055	4329286	VIT_03s0063g00880
12	3649385	3650615	VIT_12s0028g02860
5	1648224	1654998	VIT_05s0077g02110
4	1255490	1256222	VIT_04s0008g01610
15	19210715	19214316	VIT_15s0046g02430
9	9246440	9256248	VIT_09s0002g08370
3	15631095	15631942	VIT_03s0017g00730
19	1034863	1045884	VIT_19s0014g00990
3	6037870	6059709	VIT_03s0180g00120
16	5109843	5112272	VIT_16s0013g00200
10	13329102	13353527	VIT_10s0042g00450
12	5334505	5350788	VIT_12s0059g00500
7	4566807	4569752	VIT_07s0005g02180
3	1565250	1567734	VIT_03s0038g02290
1	20954792	20957007	VIT_01s0010g03620
11	2840913	2842962	VIT_11s0016g03480
1	19921837	19923437	VIT_01s0010g02880
6	13009732	13016430	VIT_06s0009g01360
1	8325835	8332389	VIT_01s0127g00920
Un	41819261	41821225	VIT_00s2376g00010
11	1606702	1608427	VIT_11s0016g01980
9	7031367	7033479	VIT_09s0002g07100
19	22060919	22062100	VIT_19s0027g01760
8	12318192	12337762	VIT_08s0040g01280
6	6376448	6378752	VIT_06s0004g05550
12	2036909	2037623	VIT_12s0028g01380
Un	30189137	30189565	VIT_00s0480g00090
Un	11862826	11864770	VIT_00s0203g00050
3	9145287	9145858	VIT_03s0088g00920
15	11276430	11285391	VIT_15s0021g01210
3	3567869	3569214	VIT_03s0063g00020
12	16445280	16446416	VIT_12s0034g00700
12	6825606	6832764	VIT_12s0059g01980
10	1346397	1348736	VIT_10s0003g00050
Un	12614545	12619986	VIT_00s0208g00020
6	364396	365481	VIT_06s0004g00230
Un	5144778	5146839	VIT_00s0160g00120
13	786146	789679	VIT_13s0067g01370
6	3524238	3528798	VIT_06s0004g02810
19	15466461	15470255	VIT_19s0140g00110
15	13421491	13434819	VIT_15s0021g02440
13	19931816	19941923	VIT_13s0084g00740
3	6479048	6503929	VIT_03s0091g00200
13	2859157	2862032	VIT_13s0019g01180
9	5397475	5400525	VIT_09s0002g05650
8	22099914	22128554	VIT_08s0007g08730
7	4301368	4303094	VIT_07s0005g01830
14	7173797	7176875	VIT_14s0030g02090
11	3057526	3060476	VIT_11s0016g03740
9	11965994	11966418	VIT_09s0096g00520
7	3232525	3232879	VIT_07s0005g00540
1	15343870	15346388	VIT_01s0010g00530
3	7428322	7430945	VIT_03s0091g00940
16	18849598	18853118	VIT_16s0050g01900
2	6938271	6948978	VIT_02s0012g01000
Un	8061503	8063229	VIT_00s0183g00060
1	3318207	3319042	VIT_01s0011g03650
15	11160498	11164660	VIT_15s0021g01130
Un	39190129	39193477	VIT_00s1448g00030
4	10997910	11025564	VIT_04s0079g00480
14	29501293	29501863	VIT_14s0108g00800
19	15032594	15034275	VIT_19s0135g00200
16_random	180644	180957	VIT_16s0039g00360
9	2317153	2320017	VIT_09s0002g02520
8	12658421	12660431	VIT_08s0040g01500
17	3763195	3764950	VIT_17s0000g03840
18	21159030	21160258	VIT_18s0075g00030
8	21531122	21531708	VIT_08s0007g08170
6	183264	187979	VIT_06s0004g00080
17	6588742	6590077	VIT_17s0000g06020
18	10478133	10480416	VIT_18s0001g12270
16	1327763	1333706	VIT_16s0039g01700
11	17688037	17692060	VIT_11s0052g00370
1	21655224	21656968	VIT_01s0244g00090
17	10745415	10748454	VIT_17s0000g09160
3	12201022	12203001	VIT_03s0167g00020
4	3084711	3087401	VIT_04s0008g03740
18	5256010	5263653	VIT_18s0001g07060
12	606423	614371	VIT_12s0142g00670
13	19507330	19508302	VIT_13s0084g00530
10	16910115	16917636	VIT_10s0071g00550
18	11137920	11138195	VIT_18s0001g13030
11	3061340	3072065	VIT_11s0016g03750
2	8058691	8059614	VIT_02s0012g01730
2	9137736	9153313	VIT_02s0012g02250
3	17818134	17820344	VIT_03s0017g01670
Un	30302613	30308386	VIT_00s0483g00020
5	4243908	4260799	VIT_05s0020g02570
18	4520619	4529938	VIT_18s0001g05840
13	5101543	5107051	VIT_13s0019g03860
16	10173341	10173596	VIT_16s0013g02180
18	7121643	7146931	VIT_18s0001g08680
7	19192304	19193055	VIT_07s0031g02730
9	18292136	18293074	VIT_09s0018g01330
11	18981287	18982639	VIT_11s0052g01250
1	18076681	18078636	VIT_01s0010g01710
10	14264037	14264349	VIT_10s0042g00880
3	18642183	18642380	VIT_03s0017g02080
17	6000517	6005645	VIT_17s0000g05510
12	14820778	14822143	VIT_12s0055g01140
13_random	317171	320124	VIT_13s0067g00590
16	14592615	14594689	VIT_16s0022g02150
3	7563890	7582120	VIT_03s0091g01030
9	21395921	21400945	VIT_09s0054g00600
8	8774257	8777086	VIT_08s0058g00140
12	4448616	4453007	VIT_12s0028g03610
3	4723815	4725218	VIT_03s0063g01260
5	1961810	1962228	VIT_05s0020g00060
2	11662823	11664355	VIT_02s0012g03110
1	16739777	16743243	VIT_01s0010g01130
6	3662087	3675702	VIT_06s0004g02940
18	4564102	4565743	VIT_18s0001g05950
13	6623647	6626756	VIT_13s0019g04930
18	24854521	24856451	VIT_18s0041g00410
10	2130122	2132170	VIT_10s0003g00890
13	16053582	16066629	VIT_13s0047g00310
1	8695768	8697185	VIT_01s0026g00070
3	1897723	1903139	VIT_03s0038g02680
2	4488150	4493569	VIT_02s0025g05000
14	26950298	26953373	VIT_14s0066g00430
8	11754205	11756489	VIT_08s0040g00800
17	5652214	5657534	VIT_17s0000g05160
4	3703002	3740607	VIT_04s0008g04330
16	5553643	5559227	VIT_16s0013g00460
Un	26588305	26591988	VIT_00s0379g00060
8	932785	935082	VIT_08s0056g00660
14	21914968	21915624	VIT_14s0083g00010
13	13699767	13703484	VIT_13s0073g00310
11	5657834	5658195	VIT_11s0118g00110
14	28611680	28613067	VIT_14s0066g02430
3	12215289	12216459	VIT_03s0167g00060
17	502631	504110	VIT_17s0000g00750
11	19007731	19010594	VIT_11s0052g01310
10	2144210	2151134	VIT_10s0003g00910
10	2652801	2654162	VIT_10s0003g01320
19	3246807	3250141	VIT_19s0014g03060
Un	9130396	9135076	VIT_00s0187g00190
18	1270401	1281582	VIT_18s0001g00320
14	5084147	5087361	VIT_14s0030g00840
16	3134798	3141258	VIT_16s0039g02760
3	7044909	7047565	VIT_03s0091g00600
19	5915872	5917362	VIT_19s0177g00070
Un	38193678	38194980	VIT_00s1256g00010
11	2179492	2186400	VIT_11s0016g02770
9	3262202	3276089	VIT_09s0002g03600
16	15621603	15623941	VIT_16s0100g00230
6	10340297	10360270	VIT_06s0009g00270
4	1355362	1359837	VIT_04s0008g01740
Un	19042139	19061250	VIT_00s0264g00100
4	16329867	16330786	VIT_04s0023g00210
5	7414047	7415097	VIT_05s0049g00370
1	6639469	6640404	VIT_01s0137g00130
14	9348186	9350864	VIT_14s0081g00820
12	3684043	3690713	VIT_12s0028g02930
7	739645	740653	VIT_07s0151g00070
17	9093270	9096733	VIT_17s0000g08090
13	19592821	19593248	VIT_13s0084g00590
3	5195	7439	VIT_03s0038g00020
12	950162	968668	VIT_12s0028g00350
9	3318732	3327354	VIT_09s0002g03630
13	1165337	1177846	VIT_13s0067g02070
4	18329698	18347835	VIT_04s0023g01750
4	3109266	3117949	VIT_04s0008g03780
15	8191592	8193304	VIT_15s0107g00150
5	2086846	2092729	VIT_05s0020g00210
13	2891627	2895180	VIT_13s0019g01260
12	16804334	16816080	VIT_12s0034g00980
Un	33720377	33727375	VIT_00s0659g00010
5	9144347	9145168	VIT_05s0049g01700
14	30134944	30135285	VIT_14s0108g01600
12	3187964	3189752	VIT_12s0028g02450
15	14895054	14896036	VIT_15s0048g00740
12	21364031	21373771	VIT_12s0035g01520
12	6128747	6135303	VIT_12s0059g01200
19	3010047	3013634	VIT_19s0014g02900
13_random	1118281	1120301	VIT_13s0067g02010
8	4203157	4205774	VIT_08s0032g00710
7	3376236	3378831	VIT_07s0005g00740
1	11205576	11207549	VIT_01s0026g01850
Un	35076063	35077122	VIT_00s0757g00030
12	3580108	3581563	VIT_12s0028g02760
13_random	2884115	2896890	VIT_13s0019g01250
8	19625621	19635084	VIT_08s0007g05700
6	18413852	18414502	VIT_06s0061g00870
12	5965906	5969697	VIT_12s0059g01040
18	13199060	13200303	VIT_18s0001g15120
7	17247705	17250988	VIT_07s0031g01130
16	8701880	8703167	VIT_16s0013g01720
6	4842068	4845184	VIT_06s0004g03920
3	3397306	3400753	VIT_03s0038g04620
11	19584451	19585810	VIT_11s0052g01770
12	5320497	5321633	VIT_12s0059g00470
13_random	1967136	1968407	VIT_13s0067g03540
6	3220942	3232701	VIT_06s0004g02610
10	378139	381138	VIT_10s0116g00820
18	599271	602328	VIT_18s0122g00830
3	14565773	14573542	VIT_03s0017g00290
Un	5162873	5163316	VIT_00s0160g00140
10	12716149	12717484	VIT_10s0042g00050
Un	2295644	2296771	VIT_00s0131g00080
8	13301054	13305500	VIT_08s0040g02180
Un	25596523	25597360	VIT_00s0361g00030
Un	3471541	3473607	VIT_00s0144g00240
13	1064836	1065580	VIT_13s0067g01940
16	14008044	14016080	VIT_16s0022g01810
13	6022874	6030244	VIT_13s0019g04590
Un	40347305	40348643	VIT_00s1739g00010
4	11734958	11735411	VIT_04s0079g00780
8	15002643	15005018	VIT_08s0007g00830
5	8772875	8779141	VIT_05s0049g01460
Un	12486120	12494087	VIT_00s0207g00160
17	1884365	1897769	VIT_17s0000g02250
16	16698041	16699922	VIT_16s0100g01190
Un	35709767	35713241	VIT_00s0818g00010
Un	42407000	42408485	VIT_00s2579g00010
7	5033390	5035659	VIT_07s0005g02760
16	12343317	12344180	VIT_16s0022g00840
11	2928940	2931169	VIT_11s0016g03580
10	2471668	2472895	VIT_10s0003g01100
13	2279402	2286101	VIT_13s0019g00070
13	22281176	22286380	VIT_13s0064g00570
2	16903963	16905266	VIT_02s0033g01400
6	10229401	10231619	VIT_06s0009g00230
3	288653	289505	VIT_03s0038g00310
3	11916489	11917403	VIT_03s0132g00380
15	19576430	19587223	VIT_15s0046g02850
5	20213288	20214077	VIT_05s0062g01360
14	27556538	27560404	VIT_14s0066g01090
13	1253133	1256696	VIT_13s0067g02240
7_random	1446107	1446905	VIT_07s0104g00170
12	4887525	4890681	VIT_12s0028g04010
14	3128262	3137145	VIT_14s0128g00530
18	1621010	1621692	VIT_18s0001g00900
19	2107497	2109868	VIT_19s0014g01910
17	321591	329949	VIT_17s0000g00480
5	11354263	11374085	VIT_05s0051g00580
8	20582890	20586497	VIT_08s0007g06940
11	814150	817167	VIT_11s0016g00960
15	3998969	4006290	VIT_15s0024g01910
16	17046250	17047783	VIT_16s0050g00240
7	9655333	9655924	VIT_07s0005g05560
2	4110752	4113701	VIT_02s0025g04560
7	2361496	2364820	VIT_07s0104g01330
9	20375274	20376029	VIT_09s0054g00160
4	814858	815244	VIT_04s0008g00930
3	1077896	1078534	VIT_03s0038g01580
18	233636	236331	VIT_18s0122g00200
13	8147674	8148450	VIT_13s0074g00420
Un	29897297	29898151	VIT_00s0471g00040
4	473477	474187	VIT_04s0008g00540
1	21012652	21026745	VIT_01s0010g03660
8	17631403	17646375	VIT_08s0007g03700
18	6635293	6638460	VIT_18s0001g08150
Un	6823349	6824835	VIT_00s0174g00010
12	7131704	7133473	VIT_12s0059g02330
7	1791193	1794717	VIT_07s0104g00580
Un	27383279	27385359	VIT_00s0397g00020
3	4216325	4236126	VIT_03s0063g00680
16	17127264	17127530	VIT_16s0050g00290
15	20127100	20129744	VIT_15s0046g03600
Un	28712133	28712609	VIT_00s0426g00060
1	7624341	7625604	VIT_01s0127g00250
6	21209115	21217449	VIT_06s0080g01080
16	19553555	19562135	VIT_16s0050g02580
7	18768707	18774500	VIT_07s0031g02540
1	10987353	10989206	VIT_01s0026g01750
8	21708587	21711233	VIT_08s0007g08360
Un	35588608	35589577	VIT_00s0809g00030
6	11805244	11819123	VIT_06s0009g00820
17	8832365	8843051	VIT_17s0000g07880
13	7051159	7054469	VIT_13s0019g05230
19	4554122	4555213	VIT_19s0014g04260
16	4082629	4084266	VIT_16s0115g00340
Un	26223616	26224341	VIT_00s0372g00080
12	17164148	17165529	VIT_12s0034g01200
1	7257835	7266765	VIT_01s0137g00760
10	8511744	8514387	VIT_10s0003g04780
9	7867081	7867778	VIT_09s0002g07670
8	11870334	11870903	VIT_08s0040g00880
19	17877133	17888209	VIT_19s0093g00630
18	4550436	4552401	VIT_18s0001g05910
5	11492327	11500593	VIT_05s0051g00640
14	7260667	7262611	VIT_14s0030g02150
13	18236905	18251476	VIT_13s0047g01190
Un	14504045	14507255	VIT_00s0222g00130
17	8980053	8986870	VIT_17s0000g07980
16	18520704	18522281	VIT_16s0050g01600
16	19082053	19085375	VIT_16s0050g02100
17	3777808	3798268	VIT_17s0000g03870
1	18321134	18322348	VIT_01s0010g01810
8	11729122	11732849	VIT_08s0040g00770
5	379417	380758	VIT_05s0077g00570
12	11112822	11113469	VIT_12s0057g01600
1	10652614	10654251	VIT_01s0026g01580
19	3894331	3895956	VIT_19s0014g03800
9	5941919	5949464	VIT_09s0002g06120
9	1767625	1767940	VIT_09s0002g01970
8	20079690	20081762	VIT_08s0007g06310
14	28869048	28870986	VIT_14s0108g00030
13	20340204	20344362	VIT_13s0139g00110
18	19750082	19751424	VIT_18s0072g00560
4	23618680	23618959	VIT_04s0044g01780
16	20903648	20908237	VIT_16s0098g00500
16	20360992	20364530	VIT_16s0148g00360
4	7362549	7372580	VIT_04s0008g07170
1	6777642	6781014	VIT_01s0137g00270
6	1988366	1989856	VIT_06s0004g01580
2	5352505	5353448	VIT_02s0154g00580
17	16591694	16601380	VIT_17s0053g00930
14	18769797	18770281	VIT_14s0006g01960
19	20924276	20926409	VIT_19s0027g01140
4	6657094	6657952	VIT_04s0008g06670
5	2640386	2643783	VIT_05s0020g00760
14	156684	157231	VIT_14s0060g00160
Un	20763240	20763552	VIT_00s0279g00030
Un	10411753	10412334	VIT_00s0193g00090
9	2271830	2273304	VIT_09s0002g02490
14	3369488	3376804	VIT_14s0128g00850
9	19788292	19790440	VIT_09s0018g02060
12	5504434	5508516	VIT_12s0059g00670
Un	9152594	9161091	VIT_00s0187g00220
5	2487517	2488641	VIT_05s0020g00600
4	684399	687056	VIT_04s0008g00790
11	3341776	3358113	VIT_11s0016g04090
Un	14436373	14476776	VIT_00s0222g00100
14	27537625	27544442	VIT_14s0066g01080
8	10337019	10338975	VIT_08s0058g00980
8	14523202	14525710	VIT_08s0007g00140
17	7053238	7054402	VIT_17s0000g06480
19	2388405	2392003	VIT_19s0014g02290
14	25679652	25683632	VIT_14s0068g02060
12	8339579	8354490	VIT_12s0178g00020
14	27726033	27731421	VIT_14s0066g01240
14	28558850	28561223	VIT_14s0066g02340
14	23763889	23765688	VIT_14s0068g00070
Un	42359331	42359694	VIT_00s2562g00010
9	1864868	1866048	VIT_09s0002g02050
18	9932602	9934030	VIT_18s0001g11650
9	430173	440283	VIT_09s0002g00620
2	7852486	7858746	VIT_02s0012g01580
12	3418260	3441785	VIT_12s0028g02640
5	3443511	3447091	VIT_05s0020g01720
10	16540107	16540545	VIT_10s0071g00260
9	22904970	22906292	VIT_09s0054g01820
16	2174570	2178823	VIT_16s0039g02120
6	8968588	8970525	VIT_06s0004g08190
13	1562503	1569804	VIT_13s0067g02900
3	5563593	5567379	VIT_03s0063g02310
6	1919090	1921800	VIT_06s0004g01550
18	1461096	1462270	VIT_18s0001g00690
19	17414807	17418970	VIT_19s0093g00450
14	22961013	22976952	VIT_14s0083g00780
8	17401939	17402979	VIT_08s0007g03450
18	18840211	18843486	VIT_18s0157g00070
3	670775	676616	VIT_03s0038g00820
6	12830509	12839331	VIT_06s0009g01200
18	2347198	2348370	VIT_18s0001g01840
13	23119154	23122869	VIT_13s0064g01250
Un	23597329	23603549	VIT_00s0327g00020
17	6786000	6793462	VIT_17s0000g06230
7	7320914	7326828	VIT_07s0005g04210
3	16574357	16574985	VIT_03s0017g01050
5	15022560	15032692	VIT_05s0029g00400
4	19631436	19632571	VIT_04s0023g03040
2	7572687	7574431	VIT_02s0012g01410
11	3667439	3671822	VIT_11s0016g04370
10_random	365101	387751	VIT_10s0116g00810
1	20498693	20499049	VIT_01s0010g03240
13	886275	887558	VIT_13s0067g01570
9	3142105	3155012	VIT_09s0002g03490
9	16489857	16497034	VIT_09s0018g00420
8	15631405	15633957	VIT_08s0007g01530
14	25883409	25885132	VIT_14s0068g02320
15	10773614	10778293	VIT_15s0021g00910
1	10581689	10588189	VIT_01s0026g01510
12	16241432	16243850	VIT_12s0034g00550
Un	16485793	16492831	VIT_00s0239g00140
6	21369602	21369664	VIT_06s0080g01210
4	4457279	4468969	VIT_04s0008g04970
7	9539484	9546675	VIT_07s0005g05510
4	1744408	1753261	VIT_04s0008g02140
Un	36074860	36077139	VIT_00s0847g00020
6	2922531	2923588	VIT_06s0004g02460
3	5192873	5194434	VIT_03s0063g01860
16	3462772	3463518	VIT_16s0039g02910
5	9921411	9922416	VIT_05s0049g02260
10	15216694	15223469	VIT_10s0042g01220
5	17569694	17570482	VIT_05s0029g01450
9	14049847	14056510	VIT_09s0070g00610
13	21012595	21020542	VIT_13s0158g00120
9	3513049	3513279	VIT_09s0002g03830
2	2339995	2341079	VIT_02s0025g02700
18	9692568	9695345	VIT_18s0001g11390
5	5092723	5096216	VIT_05s0020g03330
8	17461512	17462627	VIT_08s0007g03530
3	6269156	6269856	VIT_03s0180g00310
16	2789856	2793391	VIT_16s0039g02550
19	357069	372484	VIT_19s0014g00350
Un	7714038	7715390	VIT_00s0181g00080
Un	27744369	27745439	VIT_00s0404g00100
Un	5478597	5480329	VIT_00s0160g00370
5	3280612	3300082	VIT_05s0020g01580
3	11194236	11237969	VIT_03s0097g00670
8	19878173	19880417	VIT_08s0007g06070
11	8118148	8119480	VIT_11s0037g00310
13	2985997	2987121	VIT_13s0019g01390
16	851384	868275	VIT_16s0039g01400
9	17337438	17351829	VIT_09s0018g00800
13	22429417	22429671	VIT_13s0064g00690
14	28573089	28578159	VIT_14s0066g02370
8	21623830	21625713	VIT_08s0007g08280
15	16172663	16173612	VIT_15s0048g02040
7	17687305	17692307	VIT_07s0031g01600
8	5078981	5086406	VIT_08s0032g00990
Un	19013210	19018473	VIT_00s0264g00040
Un	4885464	4886006	VIT_00s0153g00090
8	22245660	22247105	VIT_08s0007g08920
6	6514917	6515558	VIT_06s0004g05760
19	777319	787494	VIT_19s0014g00770
13	7593572	7598079	VIT_13s0074g00200
19	22906586	22916345	VIT_19s0085g00530
7	2508218	2511732	VIT_07s0104g01510
1	11618152	11623032	VIT_01s0026g02210
12	4758949	4761771	VIT_12s0028g03920
8	11941393	11942545	VIT_08s0040g00960
16	18138682	18139539	VIT_16s0050g01260
Un	12005084	12010149	VIT_00s0203g00160
4	20659987	20665809	VIT_04s0044g00020
Un	42608205	42608294	VIT_00s2652g00020
Un	12939230	12948543	VIT_00s0211g00110
4	15462152	15470382	VIT_04s0043g00920
7	18872134	18874230	VIT_07s0031g02580
14	27711309	27720538	VIT_14s0066g01230
17	2582162	2585227	VIT_17s0000g02810
